district,state,category,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04
Gumla,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khunti,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,5,5,5,5,5
Khunti,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khunti,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latehar,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,4,4,4,4,4,4,4,4,10,10,10,10,10,10,10,13,13
Latehar,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,7,7,7
Latehar,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lohardaga,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,6,6,6
Lohardaga,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Lohardaga,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakur,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5
Pakur,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakur,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramgarh,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,3,3,3,3,6,9,10,10,11,11,24,24,25,25,45,49,49
Ramgarh,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramgarh,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibganj,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3
Sahibganj,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sahibganj,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraikela-Kharsawan,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,5,14,14
Saraikela-Kharsawan,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saraikela-Kharsawan,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Singhbhum,Jharkhand,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,1,1,4,6,6,6,15,15,15,15,15,15,15,16,16
West Singhbhum,Jharkhand,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
West Singhbhum,Jharkhand,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bagalkote,Karnataka,confirmed,21,21,21,24,24,24,26,29,29,29,29,30,33,33,35,48,51,51,51,51,53,68,68,69,70,71,71,71,76,76,76,77,77,77,77,78,78,78,78,78,78,80,89,91,91
Bagalkote,Karnataka,recovered,0,0,0,2,2,6,6,6,6,6,6,6,10,10,13,17,18,18,18,21,21,27,27,27,27,27,27,39,39,39,45,47,47,50,53,70,70,71,63,66,66,66,66,71,71
Bagalkote,Karnataka,deceased,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ballari,Karnataka,confirmed,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,16,17,17,17,18,18,19,19,19,30,30,33,33,36,37,38,38,47,47,48,51,51,52,52
Ballari,Karnataka,recovered,0,0,0,3,3,5,5,5,5,5,7,7,8,8,8,8,9,11,11,11,11,11,12,12,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,25,30,30
Ballari,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Belagavi,Karnataka,confirmed,43,43,43,45,54,54,54,54,55,69,72,71,71,71,71,71,72,83,83,113,113,113,113,114,114,114,114,116,116,116,125,126,127,127,128,141,145,145,145,146,159,159,210,210,210
Belagavi,Karnataka,recovered,0,0,0,3,3,6,6,6,7,7,7,15,15,26,26,34,34,34,34,37,36,36,41,41,54,54,54,54,56,56,56,57,57,57,66,80,80,83,92,92,92,108,117,124,124
Belagavi,Karnataka,deceased,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Bengaluru,Karnataka,confirmed,100,102,111,120,133,133,134,135,135,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengaluru,Karnataka,recovered,0,0,0,49,49,57,57,62,62,62,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengaluru,Karnataka,deceased,0,0,0,4,4,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengaluru Rural,Karnataka,confirmed,5,5,5,12,12,12,12,12,12,12,12,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11,11,11,11,11,13,13,14,15,15,15,18,19,19
Bengaluru Rural,Karnataka,recovered,0,0,0,6,6,8,8,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9
Bengaluru Rural,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
Bidar,Karnataka,confirmed,15,15,15,15,15,15,15,15,15,15,15,15,15,22,22,22,22,22,25,25,27,29,41,48,55,55,55,56,57,67,67,76,79,85,86,96,109,121,121,131,164,166,176,176,176
Bidar,Karnataka,recovered,0,0,0,9,9,9,9,9,9,9,9,10,10,10,10,10,13,13,13,13,13,13,14,14,14,14,14,14,21,21,21,21,21,21,21,21,24,24,24,27,27,41,41,41,41
Bidar,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,5,5,5,5,5
Chikkaballapura,Karnataka,confirmed,13,13,13,17,18,18,18,18,18,18,19,20,20,21,21,21,21,21,22,23,23,24,24,24,24,24,24,24,24,24,26,73,99,126,126,127,131,131,136,136,136,141,143,143,143
Chikkaballapura,Karnataka,recovered,0,0,0,10,10,11,11,11,11,11,11,11,12,12,12,12,12,12,12,16,16,16,16,16,16,16,17,18,18,18,18,18,18,18,18,19,19,19,19,20,38,39,39,52,52
Chikkaballapura,Karnataka,deceased,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
Dakshina Kannada,Karnataka,confirmed,16,16,17,16,17,18,20,20,20,21,23,18,18,18,19,22,22,22,25,25,25,27,28,28,44,44,46,48,48,49,55,56,59,60,64,67,78,102,102,116,130,134,134,136,136
Dakshina Kannada,Karnataka,recovered,0,0,0,11,11,11,11,11,11,11,11,6,6,6,6,7,7,7,7,7,7,7,8,10,10,10,10,11,11,11,14,15,15,15,15,15,15,27,27,29,38,48,48,57,57
Dakshina Kannada,Karnataka,deceased,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6
Davanagere,Karnataka,confirmed,3,3,3,2,2,2,2,2,3,4,10,10,10,32,44,44,47,61,67,68,71,83,85,88,88,89,89,90,110,110,113,116,119,123,123,134,140,140,144,148,154,154,161,164,164
Davanagere,Karnataka,recovered,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,14,21,28,46,50,50,52,65,84,104,121,121,121,134,134
Davanagere,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
Dharwad,Karnataka,confirmed,7,7,9,9,9,9,9,9,9,9,10,10,10,10,11,11,12,12,12,12,12,21,21,21,21,22,26,26,26,26,31,33,38,39,43,43,43,43,44,46,46,48,50,51,51
Dharwad,Karnataka,recovered,0,0,0,2,2,2,2,2,2,2,2,4,4,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,10,10,10,10,11,11,11,11,11,11,26,27,27
Dharwad,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gadag,Karnataka,confirmed,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,8,12,12,12,12,17,18,18,20,20,35,35,35,35,35,35,35,35,35,35,35,35,35
Gadag,Karnataka,recovered,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,11,11,12,14,14,14,17,17
Gadag,Karnataka,deceased,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kalaburagi,Karnataka,confirmed,30,35,35,36,36,38,38,44,52,53,55,55,61,63,63,64,67,67,67,71,72,73,81,83,86,94,104,115,128,135,135,135,136,142,158,158,186,191,252,254,282,306,406,511,511
Kalaburagi,Karnataka,recovered,0,0,0,6,6,7,7,7,7,7,11,18,18,21,22,27,29,29,31,44,44,44,44,46,46,47,51,53,55,55,55,60,62,62,72,73,75,75,85,128,128,128,128,128,128
Kalaburagi,Karnataka,deceased,0,0,0,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Kodagu,Karnataka,confirmed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3
Kodagu,Karnataka,recovered,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Kodagu,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandya,Karnataka,confirmed,12,12,14,15,16,16,18,18,18,18,26,26,26,28,28,28,28,28,28,28,30,31,31,36,49,50,72,89,160,168,201,209,237,252,254,254,255,255,257,257,270,285,289,302,302
Mandya,Karnataka,recovered,0,0,0,0,0,4,4,4,4,4,4,4,4,7,7,11,11,11,14,14,14,14,19,19,19,19,19,21,21,24,25,25,26,26,27,27,27,27,33,33,61,61,81,81,81
Mandya,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mysuru,Karnataka,confirmed,86,88,88,88,89,89,89,89,90,90,90,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,90,90,90,90,90,90,90,90,92,94,94,94,94,96,96
Mysuru,Karnataka,recovered,0,0,0,33,33,38,43,50,58,58,59,64,75,77,80,80,81,81,83,84,84,84,84,86,88,88,88,88,88,88,88,88,88,88,88,88,88,89,89,89,90,90,90,90,90
Mysuru,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tumakuru,Karnataka,confirmed,1,1,1,3,3,3,3,3,3,5,5,7,7,7,7,7,7,7,11,11,11,11,11,11,11,11,11,11,11,15,16,24,24,26,27,27,28,28,30,31,31,31,33,33,33
Tumakuru,Karnataka,recovered,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,12,12,12
Tumakuru,Karnataka,deceased,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Udupi,Karnataka,confirmed,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,9,10,11,15,21,47,50,53,76,108,111,120,149,164,177,187,260,410,472,472
Udupi,Karnataka,recovered,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,6,63,63,63,63,63
Udupi,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttara Kannada,Karnataka,confirmed,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,24,32,39,39,39,41,41,41,41,42,51,55,56,65,66,68,70,71,71,77,77,77,79,84,84,84,84,84
Uttara Kannada,Karnataka,recovered,0,0,0,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,32,33,40,40,40,43,43,43,43,48,49,49
Uttara Kannada,Karnataka,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijayapura,Karnataka,confirmed,35,35,37,39,39,39,41,41,41,43,44,46,46,47,47,48,48,48,49,49,50,50,52,52,52,53,54,59,60,60,61,68,68,69,70,76,79,81,85,96,122,123,127,133,133
Vijayapura,Karnataka,recovered,0,0,0,0,0,0,6,6,6,6,11,11,15,19,22,23,25,25,25,33,33,34,35,36,36,37,37,37,37,37,37,41,41,41,44,44,44,53,53,54,55,55,58,61,61
Vijayapura,Karnataka,deceased,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
Chitradurga,Karnataka,confirmed,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,9,9,9,9,10,10,10,11,11,11,11,31,31,37,38,39,39,39,39,39,39
Chitradurga,Karnataka,recovered,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,9,9,9,9,9
Chitradurga,Karnataka,deceased,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bengaluru Urban,Karnataka,confirmed,,,,,,,,,,,,145,149,150,153,155,156,163,175,177,178,182,184,189,202,216,216,240,246,250,258,263,267,268,276,278,284,293,305,338,359,387,399,419,419
Bengaluru Urban,Karnataka,recovered,,,,,,,,,,,,71,72,75,75,75,77,84,86,86,91,91,95,97,101,115,122,122,123,124,124,130,130,130,149,150,152,152,151,172,231,237,237,256,256
Bengaluru Urban,Karnataka,deceased,,,,,,,,,,,,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,9,9,9,10,10,10,10,10,10,10,10,10,11,11,11,11
Other State,Karnataka,confirmed,,,,,,,,,,,,20,20,20,20,20,20,20,20,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Other State,Karnataka,recovered,,,,,,,,,,,,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,21,21,21,24,24,24,24
Other State,Karnataka,deceased,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haveri,Karnataka,confirmed,,,,,,,,,,,,,,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,10,10,14,14,15,16,16,16
Haveri,Karnataka,recovered,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,6,6,6
Haveri,Karnataka,deceased,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shivamogga,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,8,8,8,8,8,9,12,14,14,26,26,32,34,34,36,36,36,36,36,37,43,44,53,53,55,55
Shivamogga,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,24,26,26,30,30
Shivamogga,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hassan,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,5,9,9,16,20,26,30,33,54,67,81,85,99,100,113,128,141,145,158,158,174,183,184,184
Hassan,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,58,58
Hassan,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolar,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,5,5,5,6,6,9,9,9,9,11,11,14,14,16,18,19,19,19,22,23,24,25,27,27
Kolar,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,9,9,9
Kolar,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yadgir,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,5,10,11,12,12,12,84,110,125,139,155,162,222,240,284,284,289,298,298
Yadgir,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,27,27,27,27
Yadgir,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Chamarajanagara,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamarajanagara,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chamarajanagara,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chikkamagaluru,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,5,5,10,10,10,10,10,13,16,18,18,18,18,18,18,18
Chikkamagaluru,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,8,8,8,8
Chikkamagaluru,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koppal,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
Koppal,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3
Koppal,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raichur,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,7,11,16,26,66,66,66,66,71,72,134,134,217,217,233,268,268
Raichur,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,37,37,37,37
Raichur,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Ramanagara,Karnataka,confirmed,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2
Ramanagara,Karnataka,recovered,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramanagara,Karnataka,deceased,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alappuzha,Kerala,confirmed,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,9,10,11,13,13,18,22,25,28,35,36,39,41,47,49,59,66,66
Alappuzha,Kerala,recovered,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,7,8,8
Alappuzha,Kerala,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
Ernakulam,Kerala,confirmed,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,26,27,27,27,27,27,27,27,28,29,29,30,30,30,30,34,34,39,41,41,45,49,50,53,56,61,61
Ernakulam,Kerala,recovered,20,20,20,20,20,20,21,21,21,21,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,27,27,27,27,27,28,28,28,28,28
Ernakulam,Kerala,deceased,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Idukki,Kerala,confirmed,10,10,14,14,14,20,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,25,25,25,26,26,26,27,28,32,32,33,33,42,42
Idukki,Kerala,recovered,10,10,10,10,10,10,10,10,10,10,10,12,12,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,24
Idukki,Kerala,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kannur,Kerala,confirmed,102,109,109,109,111,111,112,115,115,115,115,116,116,116,116,116,116,116,116,116,116,116,117,119,119,119,121,124,129,132,136,148,164,176,186,194,195,205,212,220,227,227,232,234,234
Kannur,Kerala,recovered,48,48,49,52,54,55,61,63,66,68,72,78,78,97,97,97,100,110,110,112,112,112,112,113,113,115,115,115,115,116,116,116,116,116,116,116,116,117,118,119,124,125,126,128,128
Kannur,Kerala,deceased,0,0,0,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
Kasaragod,Kerala,confirmed,172,172,172,175,175,175,175,176,178,179,179,179,179,179,179,179,179,179,179,179,183,183,183,193,194,194,195,197,197,198,199,206,210,215,229,232,242,260,264,267,277,291,300,303,303
Kasaragod,Kerala,recovered,146,146,152,157,159,160,160,162,165,167,171,172,173,176,176,176,178,178,178,179,179,179,179,179,179,179,179,179,179,180,180,180,181,183,189,191,193,193,194,194,194,194,201,205,205
Kasaragod,Kerala,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kollam,Kerala,confirmed,10,10,11,11,14,14,14,14,20,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,22,28,28,28,30,31,34,37,39,43,47,48,50,54,60,65,73,78,78
Kollam,Kerala,recovered,4,4,4,8,8,8,8,8,8,11,8,8,8,17,17,17,17,17,17,17,17,17,18,20,20,20,20,20,20,20,20,20,21,21,23,23,23,23,23,23,23,23,23,25,25
Kollam,Kerala,deceased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kottayam,Kerala,confirmed,3,4,6,6,9,14,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,22,23,23,23,23,23,25,25,25,28,30,32,32,34,40,40,43,44,45,45,45,51,59,59
